Index,x1,x2,x3
1,0.09298777417870585,0.37773400914285205,0.38987400626758084
2,0.6628313788816769,0.4336860539718299,0.11604069580234444
3,0.5745191180233127,0.45244305970428944,0.6804388997556378
4,0.38988551388172765,0.11789527622515039,0.026806792635362897
5,0.6779788892347978,0.1534294081039459,0.9546533230812881
6,0.22943881079900852,0.05130029468734887,0.9960435423147421
7,0.007792734593225048,0.7013743320565372,0.6644039940637422
8,0.10736841191565383,0.29244507412504217,0.29293485379113926
9,0.7608793142741376,0.42681369699981886,0.8237010287927821
10,0.12459097688230736,0.720082447620514,0.490804799631391
11,0.39508718912638685,0.7228537974434446,0.08253187531369743
12,0.44593285863310383,0.11542991714873019,0.9626851407186984
13,0.40789079720232,0.005487666836598848,0.5579877889102427
14,0.19702346029185558,0.2999035447813285,0.3274599131824085
15,0.9343316767366794,0.35308402435009856,0.3409419161032733
16,0.9994413279788406,0.41141962261304543,0.3216572577458632
17,0.7544157617272391,0.9490824315425569,0.9090714539314732
18,0.17711686961176243,0.45456830060056275,0.2569433776683123
19,0.20573169412054115,0.0738250604683055,0.39888346660690743
20,0.09014144758149978,0.7897027733850548,0.015628184898067943
21,0.28782545290701333,0.8831994457289717,0.7195856514371447
22,0.0028845452834063146,0.0578598141035922,0.7044560979524424
23,0.13684654882961456,0.14425607991809997,0.7324765271652315
24,0.4910165471610689,0.5129267653300695,0.6343940650206907
25,0.10491507637128772,0.6113047480138833,0.8722798908516519
26,0.5928503289478572,0.9222887306281073,0.9413685747019661
27,0.08160180083283664,0.09955498890659753,0.9876877316958453
28,0.21146048766639358,0.7864554976654021,0.5415431991495326
29,0.19014389014469946,0.1543021245569265,0.6802035825360014
30,0.5528523334433442,0.19205278855849273,0.3374664118345746
31,0.8159719909698545,0.17692766082929,0.08906334112366865
32,0.4900855655872772,0.1258574398767648,0.501380812117736
33,0.7618251419495434,0.12444910722604863,0.23312593502521872
34,0.2323424498879979,0.5813075145419467,0.6515393418190345
35,0.3585391671158109,0.3509862117316811,0.056346367801989206
36,0.6823283080463228,0.057365206671090685,0.31548483404800864
37,0.5028577439057392,0.8423079921568667,0.7240072526957506
38,0.8615720627890776,0.11830970991467915,0.6616481715199583
39,0.11227559016013877,0.2685766228647283,0.46404352565255713
40,0.3313805891749242,0.3396226698997382,0.6332521168256745
41,0.9356083776972834,0.49953723103802206,0.736713841433696
42,0.2655514038594431,0.8804200177764506,0.659305414779948
43,0.5853088418632607,0.5750902534463856,0.12666337957691642
44,0.6008886134967635,0.3213947499417408,0.09727626503446296
