id,x1,x2,x3,x4,x5
56,0.2769827104069213,0.513343128351202,0.3945002073329616,0.5177849542067259,0.3267686332918436
72,0.3863661245183076,0.4448470979889805,0.3409258971984339,0.3525565868695292,0.2561723244411614
76,0.1193916807807079,0.4465868322557666,0.7177240465585845,0.3986713146987436,0.4219871128371514
89,0.6039915840806044,0.390556790051296,0.3384473308754693,0.3943105864519597,0.2198265215836495
95,0.2074818991480425,0.2315776662758854,0.5128850428878481,0.5288560035576799,0.4472768621443796
99,0.3804902627864722,0.5291214141333117,0.4202665756021004,0.2604037856196128,0.4742939885818503
118,0.4591928705021798,0.5929268446899352,0.2264467336461482,0.4340699208495033,0.3658149001306923
143,0.3959477824976568,0.5139833188321555,0.1658796825867915,0.4855273014059724,0.6276057084152304
145,0.4618985703007159,0.2879291610317251,0.5114014912460327,0.4088520934364075,0.3544729552621526
159,0.4347206320484005,0.2417860183329567,0.3759070082816509,0.6064566570339537,0.4519649525230757
177,0.493974956053811,0.7308635287275677,0.3499755121694851,0.2239503725611392,0.3165498787199149
179,0.493661829177613,0.5255566661321069,0.2341215643450871,0.645667501170697,0.4065491620004899
227,0.4702195431393814,0.323899712061524,0.3736085880322157,0.3263764621763626,0.4954063272672072
238,0.3981601124297189,0.2278738013932471,0.40910080469163,0.5837250069673755,0.4399612336995037
247,0.2333031417742412,0.2634349174962924,0.3988485315908159,0.5299847840290531,0.5066371941833889
265,0.5136478043219033,0.606590142134279,0.4824470450111841,0.3405760115514503,0.2437538327425983
295,0.3849574967960385,0.301741832834398,0.7380520316011641,0.8504202247051456,0.3342784905252468
300,0.2575205194034843,0.7533248413748671,0.4398197473139634,0.4239041873346472,0.3222011187170652
316,0.4206397934466854,0.3379968242104593,0.4150794177033254,0.6110760005528784,0.344070507542086
395,0.462452582372833,0.789298319477173,0.4173383349690296,0.2543349207254483,0.3371392207258294
464,0.5010321231280558,0.2738293410935193,0.325800153084,0.5654892742360553,0.5295642668220596
476,0.3059760059158133,0.3659625326673466,0.6031187349440631,0.4883777513955006,0.3272354661150539
491,0.1579034480098912,0.3630920126991039,0.7288805067909009,0.3397806028556193,0.4113925671027513
502,0.3466217245510454,0.3186797459189612,0.3001150281295652,0.5528376166461689,0.3619935392540608
578,0.2866774976715356,0.6278255560223375,0.3640630495707075,0.3341696536845212,0.5079017402474908
586,0.4258698841171995,0.1032299212262894,0.6620076786219485,0.6423394513903621,0.5302938424242033
592,0.3959339429122863,0.1716124645359323,0.5366344654889532,0.6655694929217053,0.5249347102395718
614,0.2833812948588429,0.3321443632803498,0.3897374808775521,0.6692676459246798,0.2561212911418729
633,0.2967751820428591,0.3581683614000089,0.5334731071327508,0.1287543535801638,0.5822912644529313
676,0.5478128650071159,0.3091895991491181,0.3711310627884618,0.5683957408421972,0.3666346851218047
682,0.5879595183760615,0.1925960739902432,0.415523309177849,0.6525258630039333,0.4010052485842421
688,0.5821189474684246,0.4323381359426088,0.6554053495789928,0.2306229519595642,0.4500215687946549
696,0.554105145184813,0.4665902981903918,0.1751971025531717,0.7300186625933397,0.3855123079681289
724,0.4557534303314429,0.5812889258307857,0.2453793258319519,0.2762714227522296,0.5400975580454058
725,0.3773364969240105,0.501796878939496,0.4241395482718231,0.2552664048810655,0.4721051181056509
726,0.4946889254499927,0.5483892338634115,0.4171835928532185,0.2978011931800262,0.2556656695987294
788,0.5707173387921772,0.6099037113306504,0.4154412108075308,0.3413308397899914,0.322349016729737
790,0.5909654557179667,0.5649701102380621,0.1043996724925823,0.5612542352763215,0.5853964294740687
813,0.4634415505403254,0.5352321267825326,0.2764886090917108,0.4671854312112748,0.3820180864206247
824,0.5189799004729574,0.5643909120524926,0.2080802603746293,0.3231013984364203,0.5312079679846221
875,0.4471881505019903,0.6254917194285134,0.2466366742320122,0.6292493475415062,0.3243529332816982
