,x1,x2,x3,x4,x5
1,0.43204906967062706,0.585002650591406,0.474180794464669,0.5160051183254958,0.5133320884704395
2,0.669273352304294,0.3847517723664707,0.7167824730250761,0.6141344312516838,0.38010245675253995
3,0.5379134338466943,0.7567327834015881,0.7399464984546429,0.3566847464333139,0.5745953435313909
4,0.3971470048322875,0.4884409850288231,0.47881963942546607,0.48052847148729627,0.6224836771215801
5,0.7403172906193449,0.7818526752054215,0.2918278723102285,0.6262160373182223,0.5500652872801587
6,0.5571921459922735,0.5516215589297426,0.6222999661240556,0.552115070461671,0.380549233670633
7,0.4280087747565896,0.7155680070691862,0.5261920820421657,0.46253386155232845,0.4786307434623828
8,0.5336052352663581,0.32873423238796556,0.5886261911791665,0.4761350123555882,0.5662936112431347
9,0.5728887920426675,0.6473671229141843,0.5423765920625457,0.4553988396491705,0.5417504567061784
10,0.47311474188511227,0.6410055476209428,0.6008849257690059,0.4746161519592089,0.4381415123045762
11,0.7337039167098933,0.790672331206084,0.35709192434919373,0.5203586282744269,0.6791715472395305
12,0.681881337052352,0.377529104635961,0.5520546066829916,0.535478032521862,0.4361977839667526
13,0.5757826293137541,0.6178634720088418,0.5165113176727688,0.6491924461652142,0.3471459123719674
14,0.6133695000549135,0.42214567207844816,0.4887915274789131,0.5804704727611142,0.5022325759015501
15,0.5387207604281493,0.47278077304542426,0.541750491027267,0.6596011545294529,0.6135184592503152
16,0.6197107940656802,0.5102294207022761,0.6591483421653037,0.511891035967034,0.545317002647352
17,0.6766518428167304,0.435300464899671,0.6435345146613471,0.6376562421527723,0.5459462014714447
18,0.4460368881576135,0.2858022574439099,0.7029141204497618,0.5530641882405338,0.4511932297333373
19,0.46637333208655674,0.561643649735608,0.1834701065066149,0.5209281785767068,0.7512093899637216
20,0.5025699873436927,0.6614709947070221,0.7741460808491398,0.6234057014399251,0.5853225741617907
21,0.5501362852834135,0.5810635036685027,0.4568339253313296,0.6316806607001942,0.5099665738130601
22,0.5422509450980372,0.39726724152904525,0.7864221982911881,0.649920717763496,0.6315201795486278
23,0.5440605302490755,0.3186050842087199,0.6201384063742379,0.34499366743829357,0.5799800936547324
24,0.3432167146901792,0.4829038342716634,0.7168688990710274,0.444116055185244,0.4964942587577275
25,0.6513824895479967,0.5106385142128332,0.4844363054395062,0.7307715262700827,0.6981784201647041
26,0.661209436900348,0.49476481865134575,0.5685007488916984,0.5790005276876368,0.43866529004294424
27,0.5077963649483367,0.7458903256131124,0.5572186110634186,0.5645154331478687,0.4635908185218991
28,0.4711847553896708,0.19020390065252202,0.43661550560903367,0.5685867566870839,0.49866283431371206
29,0.7172562516616003,0.5571438561135246,0.578998874277275,0.38360731893005884,0.3377710347470053
30,0.579905882490319,0.41618523306982336,0.7147552784348857,0.6356321442299935,0.4816168937083704
31,0.5687292750012106,0.431727966732107,0.6234819643569359,0.549030385979522,0.6647825889382502
32,0.5681514170230126,0.5061629965652712,0.6193464193495242,0.6001576752275685,0.7128733667749539
33,0.5283992938202594,0.4460736719314511,0.6363078495183413,0.5442476622753385,0.4664073265246371
34,0.6575958107761329,0.5837037297422443,0.5242525606513944,0.6821785164851292,0.5527902660318652
35,0.506705502905971,0.8119035487367571,0.46375225217494903,0.7048667205553072,0.778018893723124
36,0.7221186668631853,0.6069091410979991,0.5814612395466155,0.4174470849775661,0.5710480072748294
37,0.5223566089065262,0.4342361361898758,0.6007390414852266,0.42050438265215784,0.6585639885708622
38,0.6305225646978765,0.43043859093334197,0.5918193729421559,0.40876477211104156,0.41573680518129413
39,0.35223138664718107,0.478566177861348,0.6146087540279089,0.5747099202407167,0.46804588092101157
40,0.3875780312573433,0.7076302134546489,0.47090925336108336,0.5526032497725369,0.3804653889788352
41,0.45435954550695495,0.6997570609615972,0.575058335741417,0.5103077581981565,0.4796287344232725
42,0.7159249750949817,0.5853179425517436,0.5394469095715115,0.7995761770428659,0.5157482566127921
43,0.7006506935440867,0.6145966122738832,0.5939083654388199,0.5465435171991478,0.7387018341929263
44,0.7688891862142825,0.7967955936807418,0.46565618456466457,0.5063620626192085,0.7130660275212151
45,0.4700208192897345,0.3577259047506016,0.7421291633613399,0.5931427516389703,0.5421918026789332
46,0.594022963241699,0.39685072398799026,0.7166427162598299,0.48913057824032885,0.5659763818398369
47,0.6410826722763218,0.38186712773162546,0.6609501233744799,0.3252763792048608,0.4127509668373485
48,0.42885346076107456,0.6647783225208923,0.287029669697547,0.6257735758208971,0.5641607861669525
49,0.5373351791215139,0.6104322679510293,0.5600929949414365,0.4734958142188422,0.8262849920137602
50,0.42415943531203765,0.5658957051154059,0.6450251082248317,0.5777390176396501,0.4565338553149655
51,0.5933784063574424,0.5600294937664076,0.6844882781614251,0.699455676848068,0.4598423140720285
52,0.4285257125592885,0.6129616928541023,0.5875214938381734,0.721540944429809,0.5024477651302922
53,0.6705293909708017,0.6330328085805618,0.6592303197897488,0.6808963681440263,0.4507131062849995
54,0.8342051870138242,0.5099615630132488,0.7316199089686846,0.4850900749881326,0.621680112385934
55,0.38022771446310555,0.5586318899650988,0.7023840594404539,0.6239407622986547,0.7003467681104145
56,0.27698271040692135,0.513343128351202,0.39450020733296165,0.5177849542067259,0.3267686332918436
57,0.38082289213421217,0.5564329113529047,0.4925429984266519,0.4586896069282069,0.5164779821708854
58,0.49366276100281664,0.3842739209124922,0.5716474919043979,0.6584475784150896,0.681583937149228
59,0.5643835537633695,0.28145488863128915,0.6420860525826072,0.47247107921716114,0.5317670308273122
60,0.5845099868265237,0.49479284544227975,0.6131897549253668,0.704128861815526,0.560168383618351
61,0.4332065088747272,0.8164574042007543,0.5279100588894814,0.5104130855109682,0.617104287281437
62,0.5163142151445952,0.35084312855449484,0.6189902921463164,0.6605729392792062,0.7138539849995361
63,0.386658539918591,0.37904541321345775,0.5961920179066641,0.5475889918958058,0.5231310741704478
64,0.6223761479426475,0.8141541060631067,0.6926539731731219,0.5082175352082869,0.6530993529309476
65,0.6285876007202097,0.4256819077353176,0.6944991872934998,0.7350519118914168,0.5628556178435244
66,0.48628855433433577,0.6986928580372517,0.4529280480141991,0.595244182901475,0.423839980492132
67,0.5886569540084674,0.2776939421995,0.38068107028350107,0.5470849679029242,0.44277698972461205
68,0.352469012282036,0.5704470133008329,0.3531179046249476,0.6419084495978973,0.43608614169283005
69,0.6198583320874822,0.5223970982566067,0.3992906496565517,0.3979869645804461,0.8112957161039138
70,0.7021936249361914,0.5891364437963311,0.5044653426705513,0.6124243146004335,0.5944911228783969
71,0.5518434971665155,0.5829250168314142,0.539574283335962,0.7613174032260769,0.4706948548763975
72,0.3863661245183076,0.4448470979889805,0.3409258971984339,0.3525565868695292,0.25617232444116145
73,0.42417198684612845,0.5361911336623221,0.339711676486132,0.49175683791904773,0.38790219442051865
74,0.5831288013635989,0.6209839052598161,0.5625898183689747,0.49610781846949986,0.46783934729714566
75,0.5576474537913931,0.6837317131147321,0.5334629864549132,0.5150446918061138,0.45815420971445253
76,0.1193916807807079,0.4465868322557666,0.7177240465585845,0.3986713146987436,0.42198711283715146
77,0.666314330553155,0.6169780658894639,0.5081907697702334,0.45425372790957536,0.5371806364128926
78,0.5040947082287548,0.4182563503563755,0.640896083582331,0.4582800738180314,0.40110460432034956
79,0.41573383811518555,0.4955303234887749,0.3848630907814638,0.41161008301105445,0.43246570332859147
80,0.6058325767284599,0.3689290916499482,0.6347033342644266,0.4587126291079403,0.45471461316969813
81,0.6367668895813191,0.4122802404369679,0.4243141269523081,0.4055259651645981,0.5595613279604028
82,0.6405967213246267,0.3681468688269325,0.511795175279869,0.3626493874790318,0.5362790104526014
83,0.7153971446474869,0.5378027001067577,0.4214721359520498,0.5934994245282141,0.6753215670021769
84,0.5411531859370425,0.5463384403940208,0.3210129464133823,0.5744874100832614,0.6697134141891001
85,0.5757832240879626,0.47230650847722383,0.566639165593595,0.5226398355069924,0.5535295431330884
86,0.5344383572823255,0.4382595454733029,0.5794672377482388,0.6274094951944562,0.6634250779304367
87,0.49096546704626476,0.7215974264172941,0.636993724012732,0.41466989820460226,0.3099636484143017
88,0.5802082446093102,0.5537241781222353,0.745147520879608,0.4492912010643827,0.550197754276746
89,0.6039915840806044,0.390556790051296,0.33844733087546935,0.3943105864519597,0.21982652158364954
90,0.47395087883897113,0.4587061593755955,0.47016826988673616,0.6098863150319739,0.6375167384919174
91,0.5577556155346918,0.47376096859488254,0.6361578593164496,0.4176471808758908,0.5638557610436892
92,0.5731782176855796,0.31561793991775017,0.3180842226689285,0.4293356297002839,0.6407693510782424
93,0.44174671552598993,0.5727046469894304,0.5895433740829827,0.6233630533006981,0.5533528474495477
94,0.31534745136037273,0.36983733678225367,0.5437383774175458,0.4304001238979944,0.6025066772776201
95,0.20748189914804252,0.2315776662758854,0.5128850428878481,0.5288560035576799,0.4472768621443796
96,0.47321862203073356,0.3738959787217959,0.4114438064999694,0.49999300389324475,0.6538509177110443
97,0.521639854343937,0.3744613646289832,0.4515704061846048,0.7245428665011181,0.46505388688223137
98,0.25093770518687497,0.3229585073939202,0.6398194080735642,0.5027275491012623,0.6280281346366063
99,0.38049026278647224,0.5291214141333117,0.4202665756021004,0.2604037856196128,0.4742939885818503
100,0.4675337109192096,0.4559960379787594,0.6996709376402251,0.4350806126124214,0.4304153781106879
101,0.38894492121968893,0.7740861725974176,0.5559826049794164,0.5516165508902037,0.5855499318583786
102,0.37001334690664023,0.534341770768369,0.3158020787294152,0.5950002759447388,0.8339757668131996
